yearID,Rank,G,W,L,LgWin,WSWin,R,AB,H,BB,SB,ER,ERA,HA,E,DP,name,attendance,BPF,PPF
2015,4,162,76,86,N,N,656,5544,1379,478,69.0,677,4.16,1430,94,155.0,Seattle Mariners,2193581.0,92,94
2015,5,162,68,94,N,N,694,5600,1405,475,78.0,664,4.14,1402,126,154.0,Oakland Athletics,1768175.0,97,98
2015,1,162,100,62,N,N,647,5484,1386,506,69.0,478,2.94,1359,96,159.0,St. Louis Cardinals,3520889.0,102,101
2015,2,162,98,64,N,N,697,5631,1462,461,98.0,532,3.21,1392,122,177.0,Pittsburgh Pirates,2498596.0,99,97
2015,3,162,97,65,N,N,689,5491,1341,567,95.0,546,3.36,1276,111,120.0,Chicago Cubs,2959812.0,100,101
2015,4,162,68,94,N,N,655,5480,1378,412,84.0,682,4.28,1432,116,164.0,Milwaukee Brewers,2542558.0,101,101
2015,5,162,64,98,N,N,640,5571,1382,496,134.0,700,4.33,1436,90,131.0,Cincinnati Reds,2419506.0,101,101
2015,1,162,90,72,Y,N,683,5527,1351,488,51.0,557,3.43,1341,88,131.0,New York Mets,2569753.0,94,92
2015,2,162,83,79,N,N,703,5428,1363,539,57.0,577,3.62,1366,90,125.0,Washington Nationals,2619843.0,102,99
2015,3,162,71,91,N,N,613,5463,1420,375,112.0,638,4.02,1374,77,162.0,Miami Marlins,1752235.0,98,97
2015,4,162,67,95,N,N,573,5420,1361,471,69.0,698,4.41,1462,90,186.0,Atlanta Braves,2001392.0,97,97
2015,5,162,63,99,N,N,626,5529,1374,387,88.0,749,4.69,1592,117,145.0,Philadelphia Phillies,1831080.0,98,98
2015,1,162,92,70,N,N,667,5385,1346,563,59.0,553,3.44,1317,75,133.0,Los Angeles Dodgers,3764815.0,101,98
2015,2,162,84,78,N,N,696,5565,1486,457,93.0,597,3.72,1344,78,145.0,San Francisco Giants,3375882.0,99,97
2015,3,162,79,83,N,N,720,5649,1494,490,132.0,659,4.04,1450,86,146.0,Arizona Diamondbacks,2080145.0,107,106
2015,4,162,74,88,N,N,650,5457,1324,426,82.0,655,4.09,1371,92,138.0,San Diego Padres,2459742.0,98,97
2015,5,162,68,94,N,N,737,5572,1479,388,97.0,799,5.04,1579,95,171.0,Colorado Rockies,2506789.0,119,118
